ID,desc::Transcription,Function_x,Function_y,Content,Distribution,Form,desc::Repetition,desc::Words,desc::Syllables,desc::Duration
D15_30BM23_32,sì,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,1,0.23
D15_30BM23_34,sì,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,1,0.22
D06_11LF28_26,ah dici,incipient speakership,incipient speakership,mixed,overlap,multiunit,nonrepeated,2,3,0.28
D15_30BM23_38,sì,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,1,0.24
D15_30BM23_48,sì,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,1,0.34
D15_30BM23_50,sì,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,1,0.2
D15_30BM23_52,sì,agreement,incipient speakership,lexical,silence,simple,nonrepeated,1,1,0.16
D15_30BM23_56,sì,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,1,0.23
D11_21BM60_6,ah sì,incipient speakership,incipient speakership,mixed,silence,multiunit,nonrepeated,2,2,0.54
D15_30BM23_58,sì,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,1,0.14
D15_30BM23_60,sì,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,1,0.16
D15_30BM23_62,sì,agreement,incipient speakership,lexical,silence,simple,nonrepeated,1,1,0.11
D15_30BM23_64,sì,agreement,incipient speakership,lexical,overlap,simple,nonrepeated,1,1,0.26
D01_02BF47_102,ah,incipient speakership,incipient speakership,nonlexical,silence,simple,nonrepeated,1,1,0.47
D01_02BF47_108,ah,incipient speakership,incipient speakership,nonlexical,silence,simple,nonrepeated,1,1,0.23
D02_03BM59_36,mhmh,incipient speakership,incipient speakership,nonlexical,overlap,simple,nonrepeated,1,2,0.32
D12_23LM30_18,ah no,incipient speakership,incipient speakership,mixed,overlap,multiunit,nonrepeated,2,2,0.73
D12_24LF27_24,ah ok,incipient speakership,incipient speakership,mixed,overlap,multiunit,nonrepeated,2,3,0.63
D02_03BM59_120,sì,incipient speakership,incipient speakership,lexical,overlap,simple,nonrepeated,1,1,0.38
D02_04BM56_4,mh,incipient speakership,incipient speakership,nonlexical,overlap,simple,nonrepeated,1,1,0.18
D05_09BF52_28,mh,incipient speakership,incipient speakership,nonlexical,silence,simple,nonrepeated,1,1,0.26
D08_15BM22_50,eh,incipient speakership,incipient speakership,nonlexical,silence,simple,nonrepeated,1,1,0.14
D08_16BF22_130,mh,incipient speakership,incipient speakership,nonlexical,silence,simple,nonrepeated,1,1,0.19
D11_21BM60_12,ah,incipient speakership,incipient speakership,nonlexical,silence,simple,nonrepeated,1,1,0.18
D12_24LF27_38,sì sì sì,incipient speakership,incipient speakership,lexical,overlap,multiunit,repeated,3,3,0.47
D12_23LM30_10,ah,incipient speakership,incipient speakership,nonlexical,silence,simple,nonrepeated,1,1,0.14
D12_23LM30_12,ah,incipient speakership,incipient speakership,nonlexical,silence,simple,nonrepeated,1,1,0.15
D12_24LF27_6,ah,incipient speakership,incipient speakership,nonlexical,silence,simple,nonrepeated,1,1,0.09
D12_24LF27_40,sì sì,incipient speakership,incipient speakership,lexical,overlap,multiunit,repeated,2,2,0.22
D12_24LF27_54,sì sì,incipient speakership,incipient speakership,lexical,silence,multiunit,repeated,2,2,0.24
D13_25LF23_32,ah ok,incipient speakership,incipient speakership,mixed,silence,multiunit,nonrepeated,2,3,0.6
D12_24LF27_36,sì,incipient speakership,incipient speakership,lexical,overlap,simple,nonrepeated,1,1,0.27
D15_29BF21_58,eh va beh,incipient speakership,incipient speakership,mixed,silence,multiunit,nonrepeated,2,3,0.32
D12_24LF27_68,mh,incipient speakership,incipient speakership,nonlexical,overlap,simple,nonrepeated,1,1,0.12
D13_25LF23_8,ah,incipient speakership,incipient speakership,nonlexical,overlap,simple,nonrepeated,1,1,0.49
D13_25LF23_28,ah,incipient speakership,incipient speakership,nonlexical,overlap,simple,nonrepeated,1,1,0.43
D13_26BF24_94,mh,incipient speakership,incipient speakership,nonlexical,overlap,simple,nonrepeated,1,1,0.23
D15_29BF21_12,ah,incipient speakership,incipient speakership,nonlexical,overlap,simple,nonrepeated,1,1,0.22
D15_29BF21_30,ah,incipient speakership,incipient speakership,nonlexical,overlap,simple,nonrepeated,1,1,0.35
D15_29BF21_48,eh,incipient speakership,incipient speakership,nonlexical,overlap,simple,nonrepeated,1,1,0.14
D15_29BF21_120,ah ok,incipient speakership,incipient speakership,mixed,silence,multiunit,nonrepeated,2,3,0.38
D15_29BF21_50,eh,incipient speakership,incipient speakership,nonlexical,silence,simple,nonrepeated,1,1,0.07
D15_29BF21_52,ah,incipient speakership,incipient speakership,nonlexical,overlap,simple,nonrepeated,1,1,0.13
D15_29BF21_80,sì,incipient speakership,incipient speakership,lexical,overlap,simple,nonrepeated,1,1,0.23
D15_29BF21_90,ah,incipient speakership,incipient speakership,nonlexical,silence,simple,nonrepeated,1,1,0.18
D15_29BF21_106,ah,incipient speakership,incipient speakership,nonlexical,silence,simple,nonrepeated,1,1,0.14
D15_29BF21_108,ah,incipient speakership,incipient speakership,nonlexical,silence,simple,nonrepeated,1,1,0.14
D15_29BF21_146,eh,incipient speakership,incipient speakership,nonlexical,silence,simple,nonrepeated,1,1,0.3
D15_29BF21_180,sì,incipient speakership,incipient speakership,lexical,silence,simple,nonrepeated,1,1,0.3
D15_30BM23_12,eh,incipient speakership,incipient speakership,nonlexical,overlap,simple,nonrepeated,1,1,0.14
D15_30BM23_14,sì,incipient speakership,incipient speakership,lexical,silence,simple,nonrepeated,1,1,0.13
D15_30BM23_30,eh,incipient speakership,incipient speakership,nonlexical,overlap,simple,nonrepeated,1,1,0.08
D15_30BM23_54,eh,incipient speakership,incipient speakership,nonlexical,silence,simple,nonrepeated,1,1,0.11
D15_30BM23_66,sì,incipient speakership,incipient speakership,lexical,silence,simple,nonrepeated,1,1,0.1
D15_29BF21_174,ah in senso,incipient speakership,incipient speakership,mixed,overlap,multiunit,nonrepeated,2,4,0.76
D15_30BM23_8,eh beh,incipient speakership,incipient speakership,nonlexical,overlap,multiunit,nonrepeated,2,2,0.24
